"YYYYMM","WLD.27011100","WLD.27011200","WLD.27011910","WLD.27011920","WLD.27011990","WLD.27011210","WLD.27011290","WLD.27040090","WLD.27040030","WLD.27040010","WLD.27040020","WLD.27012090","WLD.27021000","WLD.27030010","WLD.27030090","WLD.27040040","WLD.27022000","WLD.27012010","ARE.27011100","ARE.27011200","ARE.27011910","ARE.27011920","ARE.27011990","ARE.27011210","ARE.27011290","ARE.27040090","ARE.27040030","ARE.27040010","ARE.27040020","ARE.27012090","ARE.27021000","ARE.27030010","ARE.27030090","ARE.27040040","ARE.27022000","ARE.27012010","AUS.27011100","AUS.27011200","AUS.27011910","AUS.27011920","AUS.27011990","AUS.27011210","AUS.27011290","AUS.27040090","AUS.27040030","AUS.27040010","AUS.27040020","AUS.27012090","AUS.27021000","AUS.27030010","AUS.27030090","AUS.27040040","AUS.27022000","AUS.27012010","CAN.27011100","CAN.27011200","CAN.27011910","CAN.27011920","CAN.27011990","CAN.27011210","CAN.27011290","CAN.27040090","CAN.27040030","CAN.27040010","CAN.27040020","CAN.27012090","CAN.27021000","CAN.27030010","CAN.27030090","CAN.27040040","CAN.27022000","CAN.27012010","CHE.27011100","CHE.27011200","CHE.27011910","CHE.27011920","CHE.27011990","CHE.27011210","CHE.27011290","CHE.27040090","CHE.27040030","CHE.27040010","CHE.27040020","CHE.27012090","CHE.27021000","CHE.27030010","CHE.27030090","CHE.27040040","CHE.27022000","CHE.27012010","CHN.27011100","CHN.27011200","CHN.27011910","CHN.27011920","CHN.27011990","CHN.27011210","CHN.27011290","CHN.27040090","CHN.27040030","CHN.27040010","CHN.27040020","CHN.27012090","CHN.27021000","CHN.27030010","CHN.27030090","CHN.27040040","CHN.27022000","CHN.27012010","COL.27011100","COL.27011200","COL.27011910","COL.27011920","COL.27011990","COL.27011210","COL.27011290","COL.27040090","COL.27040030","COL.27040010","COL.27040020","COL.27012090","COL.27021000","COL.27030010","COL.27030090","COL.27040040","COL.27022000","COL.27012010","IDN.27011100","IDN.27011200","IDN.27011910","IDN.27011920","IDN.27011990","IDN.27011210","IDN.27011290","IDN.27040090","IDN.27040030","IDN.27040010","IDN.27040020","IDN.27012090","IDN.27021000","IDN.27030010","IDN.27030090","IDN.27040040","IDN.27022000","IDN.27012010","MOZ.27011100","MOZ.27011200","MOZ.27011910","MOZ.27011920","MOZ.27011990","MOZ.27011210","MOZ.27011290","MOZ.27040090","MOZ.27040030","MOZ.27040010","MOZ.27040020","MOZ.27012090","MOZ.27021000","MOZ.27030010","MOZ.27030090","MOZ.27040040","MOZ.27022000","MOZ.27012010","MYS.27011100","MYS.27011200","MYS.27011910","MYS.27011920","MYS.27011990","MYS.27011210","MYS.27011290","MYS.27040090","MYS.27040030","MYS.27040010","MYS.27040020","MYS.27012090","MYS.27021000","MYS.27030010","MYS.27030090","MYS.27040040","MYS.27022000","MYS.27012010","NZL.27011100","NZL.27011200","NZL.27011910","NZL.27011920","NZL.27011990","NZL.27011210","NZL.27011290","NZL.27040090","NZL.27040030","NZL.27040010","NZL.27040020","NZL.27012090","NZL.27021000","NZL.27030010","NZL.27030090","NZL.27040040","NZL.27022000","NZL.27012010","POL.27011100","POL.27011200","POL.27011910","POL.27011920","POL.27011990","POL.27011210","POL.27011290","POL.27040090","POL.27040030","POL.27040010","POL.27040020","POL.27012090","POL.27021000","POL.27030010","POL.27030090","POL.27040040","POL.27022000","POL.27012010","RUS.27011100","RUS.27011200","RUS.27011910","RUS.27011920","RUS.27011990","RUS.27011210","RUS.27011290","RUS.27040090","RUS.27040030","RUS.27040010","RUS.27040020","RUS.27012090","RUS.27021000","RUS.27030010","RUS.27030090","RUS.27040040","RUS.27022000","RUS.27012010","SGP.27011100","SGP.27011200","SGP.27011910","SGP.27011920","SGP.27011990","SGP.27011210","SGP.27011290","SGP.27040090","SGP.27040030","SGP.27040010","SGP.27040020","SGP.27012090","SGP.27021000","SGP.27030010","SGP.27030090","SGP.27040040","SGP.27022000","SGP.27012010","USA.27011100","USA.27011200","USA.27011910","USA.27011920","USA.27011990","USA.27011210","USA.27011290","USA.27040090","USA.27040030","USA.27040010","USA.27040020","USA.27012090","USA.27021000","USA.27030010","USA.27030090","USA.27040040","USA.27022000","USA.27012010","VNM.27011100","VNM.27011200","VNM.27011910","VNM.27011920","VNM.27011990","VNM.27011210","VNM.27011290","VNM.27040090","VNM.27040030","VNM.27040010","VNM.27040020","VNM.27012090","VNM.27021000","VNM.27030010","VNM.27030090","VNM.27040040","VNM.27022000","VNM.27012010","ZAF.27011100","ZAF.27011200","ZAF.27011910","ZAF.27011920","ZAF.27011990","ZAF.27011210","ZAF.27011290","ZAF.27040090","ZAF.27040030","ZAF.27040010","ZAF.27040020","ZAF.27012090","ZAF.27021000","ZAF.27030010","ZAF.27030090","ZAF.27040040","ZAF.27022000","ZAF.27012010"
200611,0.000047,0.000000,0.001467,0.001541,0.000710,0,0,0.000534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001092,0,0.000060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0.000071,0.000292,0.000070,0,0,0.000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000042,0.001116,0.000545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000091,0,0.000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0,0.000054,0.000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200612,0.000039,0,0.001495,0.001068,0.000308,0,0,0.000298,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001356,0,0.000046,0,0,0.000048,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0.000086,0.000050,0,0,0,0.000236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825,0.000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000051,0.000193,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0
200701,0.000042,0.000000,0.001585,0.001732,0.000457,0,0,0.000388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001321,0,0.000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000071,0.000211,0.000072,0,0,0.000327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267,0.000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000073,0.000254,0.000015,0,0,0,0,0,0,0,0,0,0,0,0,0
200702,0.000005,0,0.001159,0.002013,0.000660,0,0,0.000459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001046,0,0.000020,0,0,0.000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0.000336,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776,0.000542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000044,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237,0.000098,0,0,0,0,0,0,0,0,0,0,0,0,0
200703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200704,0.000008,0,0.001612,0.002165,0.000717,0,0,0.000494,0.000001,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431,0,0.000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000074,0.000030,0.000031,0,0,0.000417,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001398,0.000385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737,0.000236,0,0,0,0,0,0,0,0,0,0,0,0,0
200705,0.000013,0.000000,0.001633,0.001995,0.000418,0,0,0.000711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001444,0,0.000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0.000008,0,0,0,0.000686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001696,0.000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000068,0.000290,0.000096,0,0,0,0,0,0,0,0,0,0,0,0,0
200706,0.000084,0.000000,0.001570,0.001552,0.000447,0,0,0.000316,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001349,0,0.000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0.000296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000957,0.000220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000105,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0.000057,0.000546,0.000146,0,0,0,0,0,0,0,0,0,0,0,0,0
200707,0.000080,0.000000,0.001511,0.001345,0.000346,0,0,0.000289,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001356,0,0.000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000030,0,0.000005,0,0,0,0,0.000274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000038,0.000870,0.000228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475,0.000073,0,0,0,0,0,0,0,0,0,0,0,0,0
200708,0.000042,0.000000,0.002117,0.001338,0.000411,0,0,0.000418,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002046,0,0.000057,0,0,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000033,0,0,0.000010,0,0,0,0.000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019,0.000899,0.000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.000049,0,0,0,0.000016,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000017,0,0,0,0,0,0,0,0,0,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355,0.000063,0,0,0,0,0,0,0,0,0,0,0,0,0
200709,0.000095,0.000000,0.001847,0.001436,0.000513,0,0,0.000498,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001659,0.000043,0.000061,0,0,0.000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0.000013,0,0,0,0.000340,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052,0.000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000065,0,0.000126,0.000285,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0
200710,0.000025,0.000000,0.002166,0.001448,0.000568,0,0,0.000419,0.000033,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001999,0.000042,0.000055,0,0,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0.000030,0,0.000024,0,0,0.000370,0.000033,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001064,0.000371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000057,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327,0.000088,0,0,0,0,0,0,0,0,0,0,0,0,0
200711,0.000017,0.000000,0.002034,0.001798,0.000553,0,0,0.000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001801,0,0.000114,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0.000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001196,0.000262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000051,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135,0.000581,0.000157,0,0,0,0,0,0,0,0,0,0,0,0,0
200712,0.000051,0,0.001979,0.001747,0.000674,0,0,0.000130,0,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001583,0,0.000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000012,0,0,0,0,0.000118,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057,0.001424,0.000544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000034,0,0.000071,0.000319,0.000052,0,0,0,0,0,0,0,0,0,0,0,0,0
200801,0.000038,0.000000,0.001732,0.002291,0.000606,0,0,0.000300,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001491,0.000040,0.000077,0,0,0.000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0.000045,0.000081,0,0,0,0.000246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000061,0.001778,0.000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000067,0.000319,0.000103,0,0,0,0,0,0,0,0,0,0,0,0,0
200802,0.000032,0.000000,0.002271,0.001578,0.000727,0,0,0.000123,0.000000,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001974,0.000041,0.000087,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0.000016,0.000071,0.000027,0,0,0.000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000071,0.001213,0.000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000089,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000069,0.000250,0.000204,0,0,0,0,0,0,0,0,0,0,0,0,0
200803,0.000012,0.000000,0.001555,0.001810,0.000787,0,0,0.000194,0.000031,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001499,0.000042,0.000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0.000175,0.000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001377,0.000679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057,0,0,0,0,0,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380,0.000063,0,0,0,0,0,0,0,0,0,0,0,0,0
