"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2005,,,,,0.127882,0.128441,0.117616,0.119060,0.125334,0.131306,0.134581,0.136096,0.105326,0.083367,0.085115,0.081018,0.076228,0.076330,0.078888,0.080967,0.082001,0.080267,0.081217
2006,,,,,,0.123672,0.112829,0.113824,0.119476,0.124703,0.127676,0.129190,0.102089,0.080459,0.082234,0.077300,0.072531,0.072509,0.075195,0.077130,0.078462,0.076926,0.077863
2007,,,,,,,0.110609,0.112155,0.117921,0.122341,0.125324,0.126855,0.101276,0.079740,0.081592,0.077469,0.072733,0.072681,0.075388,0.077277,0.078566,0.077196,0.077991
2008,,,,,,,,0.109551,0.115511,0.119257,0.121956,0.123608,0.098950,0.077857,0.079765,0.075115,0.070582,0.070531,0.073190,0.074555,0.076605,0.075241,0.075999
2009,,,,,,,,,0.109579,0.112828,0.115303,0.116652,0.093239,0.072252,0.074141,0.069682,0.065706,0.065656,0.068233,0.069680,0.071372,0.069927,0.070648
2010,,,,,,,,,,0.114352,0.117235,0.119550,0.094772,0.073432,0.075481,0.070800,0.066822,0.066796,0.069732,0.071125,0.072882,0.071678,0.072445
2011,,,,,,,,,,,0.113946,0.115105,0.090734,0.069815,0.071937,0.067914,0.064317,0.064155,0.067059,0.068089,0.070187,0.068768,0.069648
2012,,,,,,,,,,,,0.114138,0.090617,0.069349,0.071482,0.067917,0.063755,0.063702,0.066652,0.067258,0.069322,0.068624,0.069510
2013,,,,,,,,,,,,,0.090613,0.069723,0.071355,0.067089,0.063455,0.063471,0.066491,0.067600,0.069351,0.068687,0.069704
2014,,,,,,,,,,,,,,0.071639,0.073507,0.069029,0.065287,0.065458,0.068826,0.069437,0.071420,0.070686,0.071744
2015,,,,,,,,,,,,,,,0.072835,0.067871,0.063721,0.063800,0.067471,0.068292,0.070749,0.070283,0.071337
2016,,,,,,,,,,,,,,,,0.067433,0.063463,0.063557,0.066745,0.067277,0.069030,0.068672,0.069605
2017,,,,,,,,,,,,,,,,,0.064667,0.064786,0.068358,0.068905,0.070455,0.069737,0.070672
2018,,,,,,,,,,,,,,,,,,0.064462,0.067615,0.068370,0.069717,0.069180,0.070157
2019,,,,,,,,,,,,,,,,,,,0.068214,0.068348,0.070097,0.069397,0.070344
2020,,,,,,,,,,,,,,,,,,,,0.064759,0.065803,0.065423,0.066485
2021,,,,,,,,,,,,,,,,,,,,,0.067571,0.066851,0.067939
2022,,,,,,,,,,,,,,,,,,,,,,0.063591,0.064547
2023,,,,,,,,,,,,,,,,,,,,,,,0.063816
