"Year","BLUE","H&C2023","OSCAR"
1956,45.187599,5.435214,-0.093542
1957,49.017102,5.398904,0.251240
1958,50.876655,5.346436,-0.534211
1959,51.465020,5.328738,-0.362113
1960,55.070616,5.268282,-0.686780
1961,38.899296,5.323316,-0.627020
1962,33.057341,5.397365,-0.618483
1963,29.454017,5.618414,-0.442135
1964,27.320946,5.730093,-0.201300
1965,22.932060,5.996209,-0.257359
1966,23.252330,6.143759,-0.372116
1967,21.823956,6.366969,-0.001832
1968,20.381073,6.286581,-0.071595
1969,17.497798,7.153667,-0.133443
1970,37.339677,10.912968,-0.432792
1971,57.556347,15.860247,-0.016085
1972,70.095324,18.298309,0.640687
1973,32.700614,19.081636,-0.469871
1974,11.954496,16.359027,-0.329210
1975,-1.567166,14.740492,-0.617237
1976,-7.535053,11.897155,-0.396775
1977,-21.787829,8.372130,-0.646110
1978,32.932911,5.501386,-0.520948
1979,-28.008605,3.568919,-0.350315
1980,-2.416884,3.026537,-0.637902
1981,14.573890,4.814496,-0.517137
1982,14.819488,3.062738,0.022937
1983,17.357211,10.525939,-0.294512
1984,20.740951,14.728767,0.009600
1985,24.138542,17.646044,-0.233727
1986,27.219893,20.146577,0.030704
1987,30.523685,20.080735,-0.124283
1988,7.259593,19.611890,-1.253198
1989,-4.714542,19.800842,-2.268053
1990,67.166653,20.663055,-1.990944
1991,62.392168,22.051418,-1.511473
1992,33.695829,24.204860,-1.518728
1993,21.343386,27.776564,-1.686283
1994,7.882436,26.104864,-1.734794
1995,-8.986033,22.359633,-1.917335
1996,9.157179,19.089806,-1.881427
1997,-8.208532,15.666495,-1.855926
1998,-37.291936,12.221309,-2.123251
1999,12.972355,6.731024,-1.874429
2000,6.049594,4.398376,-1.835188
2001,6.076744,2.861108,-2.261311
2002,6.393973,2.209648,-2.395706
2003,8.569693,4.821568,-1.596588
2004,10.813673,6.416287,0.031400
2005,12.054597,7.126700,1.204100
2006,-21.427109,5.493252,2.459863
2007,-17.286935,3.831555,3.552981
2008,-21.488481,1.684817,3.356371
2009,-23.819224,-2.976340,2.640681
2010,-25.458938,-5.381207,1.890661
2011,-26.614820,-7.221597,1.584204
2012,-26.956341,-7.417512,1.216704
2013,-24.032945,-7.459281,0.932451
2014,-25.471981,-7.496764,0.686890
2015,-23.585608,-6.730475,0.408866
2016,-24.010155,-3.451122,0.166785
2017,-24.112124,-0.624199,0.014070
2018,-3.494174,2.422893,-0.071008
2019,-10.802938,4.183042,-0.186534
2020,-12.586609,6.365211,-0.350498
2021,-13.230557,6.365211,-0.561838
2022,-13.181350,6.365211,-0.640980
