"Year","BLUE","H&C2023","OSCAR"
1977,11.959552,35.808199,8.730506
1978,9.758404,31.292245,8.895679
1979,8.849732,32.270424,9.066605
1980,8.836176,36.232124,8.533016
1981,8.576288,42.902436,9.975826
1982,19.803480,51.230158,11.266617
1983,17.243370,77.047215,10.931837
1984,77.773493,93.030975,15.274300
1985,51.127493,107.262940,18.229609
1986,40.477380,126.017454,16.878656
1987,43.713535,153.792223,18.059050
1988,58.653056,166.150748,22.622086
1989,36.276458,163.581075,23.760490
1990,45.002970,154.549572,22.776487
1991,56.705127,130.448476,22.226117
1992,52.135459,104.525383,21.334226
1993,69.646521,66.309716,19.470276
1994,53.721238,36.748418,22.105059
1995,39.782540,20.731242,19.562536
1996,41.856913,9.993780,14.848433
1997,37.638953,4.141492,18.007607
1998,54.268933,1.082419,15.472925
1999,42.148714,6.432775,13.834238
2000,42.589017,6.386425,11.300655
2001,38.331229,15.640150,12.429351
2002,38.235379,12.762408,12.397327
2003,39.585160,22.064938,10.905493
2004,34.130893,28.340087,10.764502
2005,37.625433,31.902631,10.398395
2006,37.589379,30.788922,13.614801
2007,39.298598,35.996602,13.080663
2008,46.497589,38.001396,12.570231
2009,44.314944,44.019003,11.599858
2010,54.751702,48.741972,11.269621
2011,46.001447,47.230755,11.559517
2012,35.204188,40.547473,11.933501
2013,28.810838,36.071640,9.886498
2014,25.559881,22.869406,8.200508
2015,22.367841,13.475642,9.447111
2016,19.310013,6.824053,7.704146
2017,17.876656,2.943804,10.581412
2018,15.657371,0.614966,7.765188
2019,13.638214,-1.180468,9.912366
2020,10.235567,-1.856146,5.678174
2021,8.317646,-1.777663,7.234165
2022,6.672913,-1.633814,5.809052
